table,rows,columns,column,dtype,missing_count,missing_pct,candidate_keys,timestamp_candidates
apachePatientResult.csv.gz,3676,23,predictedicumortality,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,actualicumortality,str,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,predictediculos,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,actualiculos,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,predictedhospitalmortality,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,actualhospitalmortality,str,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,predictedhospitallos,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,actualhospitallos,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,preopmi,int64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,preopcardiaccath,int64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,ptcawithin24h,int64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,unabridgedunitlos,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,unabridgedhosplos,float64,0,0.0,patientunitstayid,
apachePatientResult.csv.gz,3676,23,actualventdays,float64,2634,71.65397170837868,patientunitstayid,
apachePatientResult.csv.gz,3676,23,predventdays,float64,2672,72.68770402611534,patientunitstayid,
apachePatientResult.csv.gz,3676,23,unabridgedactualventdays,float64,2634,71.65397170837868,patientunitstayid,
apachePredVar.csv.gz,2205,51,apachepredvarid,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,patientunitstayid,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,sicuday,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,saps3day1,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,saps3today,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,saps3yesterday,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,gender,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,teachtype,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,region,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,bedcount,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,admitsource,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,graftcount,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,meds,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,verbal,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,motor,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,eyes,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,age,float64,83,3.764172335600907,patientunitstayid,
apachePredVar.csv.gz,2205,51,admitdiagnosis,str,74,3.3560090702947845,patientunitstayid,
apachePredVar.csv.gz,2205,51,thrombolytics,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,diedinhospital,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,aids,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,hepaticfailure,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,lymphoma,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,metastaticcancer,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,leukemia,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,immunosuppression,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,cirrhosis,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,electivesurgery,float64,1863,84.48979591836735,patientunitstayid,
apachePredVar.csv.gz,2205,51,activetx,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,readmit,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,ima,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,midur,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,ventday1,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,oobventday1,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,oobintubday1,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,diabetes,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,managementsystem,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,var03hspxlos,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,pao2,float64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,fio2,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,ejectfx,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,creatinine,float64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,dischargelocation,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,visitnumber,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,amilocation,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,day1meds,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,day1verbal,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,day1motor,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,day1eyes,int64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,day1pao2,float64,0,0.0,patientunitstayid,
apachePredVar.csv.gz,2205,51,day1fio2,int64,0,0.0,patientunitstayid,
carePlanCareProvider.csv.gz,5627,8,cplcareprovderid,int64,0,0.0,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,patientunitstayid,int64,0,0.0,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,careprovidersaveoffset,int64,0,0.0,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,providertype,float64,5627,100.0,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,specialty,str,538,9.561044961791364,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,interventioncategory,str,1403,24.93335702861205,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,managingphysician,str,0,0.0,patientunitstayid,careprovidersaveoffset
carePlanCareProvider.csv.gz,5627,8,activeupondischarge,bool,0,0.0,patientunitstayid,careprovidersaveoffset
carePlanEOL.csv.gz,15,5,cpleolid,int64,0,0.0,patientunitstayid,cpleoldiscussionoffset;cpleolsaveoffset
carePlanEOL.csv.gz,15,5,patientunitstayid,int64,0,0.0,patientunitstayid,cpleoldiscussionoffset;cpleolsaveoffset
carePlanEOL.csv.gz,15,5,cpleolsaveoffset,int64,0,0.0,patientunitstayid,cpleoldiscussionoffset;cpleolsaveoffset
carePlanEOL.csv.gz,15,5,cpleoldiscussionoffset,int64,0,0.0,patientunitstayid,cpleoldiscussionoffset;cpleolsaveoffset
carePlanEOL.csv.gz,15,5,activeupondischarge,bool,0,0.0,patientunitstayid,cpleoldiscussionoffset;cpleolsaveoffset
carePlanGeneral.csv.gz,33148,6,cplgeneralid,int64,0,0.0,patientunitstayid,cplitemoffset
carePlanGeneral.csv.gz,33148,6,patientunitstayid,int64,0,0.0,patientunitstayid,cplitemoffset
carePlanGeneral.csv.gz,33148,6,activeupondischarge,bool,0,0.0,patientunitstayid,cplitemoffset
carePlanGeneral.csv.gz,33148,6,cplitemoffset,int64,0,0.0,patientunitstayid,cplitemoffset
carePlanGeneral.csv.gz,33148,6,cplgroup,str,0,0.0,patientunitstayid,cplitemoffset
carePlanGeneral.csv.gz,33148,6,cplitemvalue,str,3057,9.222275853746833,patientunitstayid,cplitemoffset
carePlanGoal.csv.gz,3633,7,cplgoalid,int64,0,0.0,patientunitstayid,cplgoaloffset
carePlanGoal.csv.gz,3633,7,patientunitstayid,int64,0,0.0,patientunitstayid,cplgoaloffset
carePlanGoal.csv.gz,3633,7,cplgoaloffset,int64,0,0.0,patientunitstayid,cplgoaloffset
carePlanGoal.csv.gz,3633,7,cplgoalcategory,str,0,0.0,patientunitstayid,cplgoaloffset
carePlanGoal.csv.gz,3633,7,cplgoalvalue,str,1505,41.42581888246628,patientunitstayid,cplgoaloffset
carePlanGoal.csv.gz,3633,7,cplgoalstatus,str,0,0.0,patientunitstayid,cplgoaloffset
carePlanGoal.csv.gz,3633,7,activeupondischarge,bool,0,0.0,patientunitstayid,cplgoaloffset
carePlanInfectiousDisease.csv.gz,112,8,cplinfectid,int64,0,0.0,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,patientunitstayid,int64,0,0.0,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,activeupondischarge,bool,0,0.0,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,cplinfectdiseaseoffset,int64,0,0.0,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,infectdiseasesite,str,0,0.0,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,infectdiseaseassessment,str,0,0.0,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,responsetotherapy,str,110,98.21428571428571,patientunitstayid,cplinfectdiseaseoffset
carePlanInfectiousDisease.csv.gz,112,8,treatment,str,50,44.642857142857146,patientunitstayid,cplinfectdiseaseoffset
customLab.csv.gz,30,7,customlabid,int64,0,0.0,patientunitstayid,labotheroffset
customLab.csv.gz,30,7,patientunitstayid,int64,0,0.0,patientunitstayid,labotheroffset
customLab.csv.gz,30,7,labotheroffset,int64,0,0.0,patientunitstayid,labotheroffset
customLab.csv.gz,30,7,labothertypeid,int64,0,0.0,patientunitstayid,labotheroffset
customLab.csv.gz,30,7,labothername,str,0,0.0,patientunitstayid,labotheroffset
customLab.csv.gz,30,7,labotherresult,float64,12,40.0,patientunitstayid,labotheroffset
customLab.csv.gz,30,7,labothervaluetext,str,0,0.0,patientunitstayid,labotheroffset
diagnosis.csv.gz,24978,7,diagnosisid,int64,0,0.0,patientunitstayid,diagnosisoffset
diagnosis.csv.gz,24978,7,patientunitstayid,int64,0,0.0,patientunitstayid,diagnosisoffset
diagnosis.csv.gz,24978,7,activeupondischarge,bool,0,0.0,patientunitstayid,diagnosisoffset
diagnosis.csv.gz,24978,7,diagnosisoffset,int64,0,0.0,patientunitstayid,diagnosisoffset
diagnosis.csv.gz,24978,7,diagnosisstring,str,0,0.0,patientunitstayid,diagnosisoffset
diagnosis.csv.gz,24978,7,icd9code,str,3772,15.101289134438305,patientunitstayid,diagnosisoffset
diagnosis.csv.gz,24978,7,diagnosispriority,str,0,0.0,patientunitstayid,diagnosisoffset
hospital.csv.gz,186,4,hospitalid,int64,0,0.0,hospitalid,
hospital.csv.gz,186,4,numbedscategory,str,28,15.053763440860216,hospitalid,
hospital.csv.gz,186,4,teachingstatus,str,0,0.0,hospitalid,
hospital.csv.gz,186,4,region,str,18,9.67741935483871,hospitalid,
infusiondrug.csv.gz,38256,9,infusiondrugid,int64,0,0.0,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,patientunitstayid,int64,0,0.0,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,infusionoffset,int64,0,0.0,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,drugname,str,0,0.0,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,drugrate,float64,101,0.2640108741112505,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,infusionrate,float64,21477,56.14021329987453,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,drugamount,float64,24443,63.89324550397323,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,volumeoffluid,float64,24148,63.12212463404433,patientunitstayid,infusionoffset
infusiondrug.csv.gz,38256,9,patientweight,float64,34220,89.4500209117524,patientunitstayid,infusionoffset
intakeOutput.csv.gz,100466,12,intakeoutputid,int64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,patientunitstayid,int64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,intakeoutputoffset,int64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,intaketotal,float64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,outputtotal,float64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,dialysistotal,float64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,nettotal,float64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,intakeoutputentryoffset,int64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,cellpath,str,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,celllabel,str,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,cellvaluenumeric,float64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
intakeOutput.csv.gz,100466,12,cellvaluetext,float64,0,0.0,patientunitstayid,intakeoutputentryoffset;intakeoutputoffset
lab.csv.gz,434660,10,labid,int64,0,0.0,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,patientunitstayid,int64,0,0.0,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labresultoffset,int64,0,0.0,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labtypeid,int64,0,0.0,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labname,str,0,0.0,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labresult,float64,2721,0.6260065338425436,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labresulttext,str,21,0.004831362444209267,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labmeasurenamesystem,str,18906,4.349606589058115,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labmeasurenameinterface,str,18897,4.3475360051534535,patientunitstayid,labresultoffset;labresultrevisedoffset
lab.csv.gz,434660,10,labresultrevisedoffset,int64,0,0.0,patientunitstayid,labresultoffset;labresultrevisedoffset
medication.csv.gz,75604,15,medicationid,int64,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,patientunitstayid,int64,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drugorderoffset,int64,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drugstartoffset,int64,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drugivadmixture,str,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drugordercancelled,str,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drugname,str,30661,40.554732553833134,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drughiclseqno,float64,4441,5.874027829215385,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,dosage,str,9305,12.307549865086504,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,routeadmin,str,50,0.06613406698058304,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,frequency,str,11780,15.581186180625364,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,loadingdose,float64,75596,99.9894185492831,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,prn,str,8,0.010581450716893285,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,drugstopoffset,int64,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
medication.csv.gz,75604,15,gtc,int64,0,0.0,patientunitstayid,drugorderoffset;drugstartoffset;drugstopoffset
microLab.csv.gz,342,7,microlabid,int64,0,0.0,patientunitstayid,culturetakenoffset
microLab.csv.gz,342,7,patientunitstayid,int64,0,0.0,patientunitstayid,culturetakenoffset
microLab.csv.gz,342,7,culturetakenoffset,int64,0,0.0,patientunitstayid,culturetakenoffset
microLab.csv.gz,342,7,culturesite,str,0,0.0,patientunitstayid,culturetakenoffset
microLab.csv.gz,342,7,organism,str,0,0.0,patientunitstayid,culturetakenoffset
microLab.csv.gz,342,7,antibiotic,str,203,59.35672514619883,patientunitstayid,culturetakenoffset
microLab.csv.gz,342,7,sensitivitylevel,str,206,60.23391812865497,patientunitstayid,culturetakenoffset
note.csv.gz,24758,8,noteid,int64,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,patientunitstayid,int64,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,noteoffset,int64,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,noteenteredoffset,int64,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,notetype,str,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,notepath,str,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,notevalue,str,0,0.0,patientunitstayid,noteenteredoffset;noteoffset
note.csv.gz,24758,8,notetext,str,232,0.9370708457872203,patientunitstayid,noteenteredoffset;noteoffset
nurseAssessment.csv.gz,91589,8,nurseassessid,int64,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,patientunitstayid,int64,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,nurseassessoffset,int64,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,nurseassessentryoffset,int64,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,cellattributepath,str,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,celllabel,str,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,cellattribute,str,0,0.0,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseAssessment.csv.gz,91589,8,cellattributevalue,str,1255,1.3702518861435324,patientunitstayid,nurseassessentryoffset;nurseassessoffset
nurseCare.csv.gz,42080,8,nursecareid,int64,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,patientunitstayid,int64,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,celllabel,str,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,nursecareoffset,int64,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,nursecareentryoffset,int64,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,cellattributepath,str,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,cellattribute,str,0,0.0,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCare.csv.gz,42080,8,cellattributevalue,str,13,0.030893536121673004,patientunitstayid,nursecareentryoffset;nursecareoffset
nurseCharting.csv.gz,1477163,8,nursingchartid,int64,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,patientunitstayid,int64,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,nursingchartoffset,int64,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,nursingchartentryoffset,int64,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,nursingchartcelltypecat,str,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,nursingchartcelltypevallabel,str,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,nursingchartcelltypevalname,str,0,0.0,patientunitstayid,nursingchartentryoffset;nursingchartoffset
nurseCharting.csv.gz,1477163,8,nursingchartvalue,str,2651,0.17946563784768504,patientunitstayid,nursingchartentryoffset;nursingchartoffset
